"resultados_df.PloKg_Ha","resultados_df.mg_ha","total_mean_mg_ha","total_sd_mgha","CV"
146232.806602304,73.116403301152,71.24,1.32,1.86
144076.606623595,72.0383033117975,71.24,1.32,1.86
140472.147445709,70.2360737228544,71.24,1.32,1.86
143039.150247622,71.5195751238112,71.24,1.32,1.86
141720.218156404,70.8601090782019,71.24,1.32,1.86
144643.294495378,72.3216472476891,71.24,1.32,1.86
147319.657109077,73.6598285545387,71.24,1.32,1.86
142752.549246533,71.3762746232667,71.24,1.32,1.86
141798.978116609,70.8994890583046,71.24,1.32,1.86
144263.262386487,72.1316311932434,71.24,1.32,1.86
139346.386889939,69.6731934449694,71.24,1.32,1.86
145982.55071622,72.9912753581101,71.24,1.32,1.86
142231.192519848,71.1155962599241,71.24,1.32,1.86
141899.814810654,70.9499074053272,71.24,1.32,1.86
146093.617266519,73.0468086332595,71.24,1.32,1.86
142008.822808031,71.0044114040156,71.24,1.32,1.86
142416.633042019,71.2083165210094,71.24,1.32,1.86
143854.015834116,71.9270079170581,71.24,1.32,1.86
138231.395117509,69.1156975587544,71.24,1.32,1.86
142955.172936182,71.477586468091,71.24,1.32,1.86
142127.99133791,71.0639956689549,71.24,1.32,1.86
143038.599880203,71.5192999401017,71.24,1.32,1.86
141129.647875425,70.5648239377127,71.24,1.32,1.86
143785.556300121,71.8927781500604,71.24,1.32,1.86
142221.873995365,71.1109369976826,71.24,1.32,1.86
145185.287480701,72.5926437403507,71.24,1.32,1.86
148318.823376334,74.1594116881669,71.24,1.32,1.86
142470.05163065,71.2350258153251,71.24,1.32,1.86
135437.946521358,67.7189732606789,71.24,1.32,1.86
140194.807504536,70.0974037522681,71.24,1.32,1.86
141744.549302429,70.8722746512144,71.24,1.32,1.86
138374.679545776,69.1873397728878,71.24,1.32,1.86
142322.718611825,71.1613593059125,71.24,1.32,1.86
144360.00041548,72.1800002077399,71.24,1.32,1.86
144186.550239249,72.0932751196243,71.24,1.32,1.86
144578.719570704,72.2893597853518,71.24,1.32,1.86
143552.358264432,71.7761791322162,71.24,1.32,1.86
143686.43441627,71.843217208135,71.24,1.32,1.86
142523.033379353,71.2615166896763,71.24,1.32,1.86
145084.666828086,72.5423334140432,71.24,1.32,1.86
139750.070139735,69.8750350698674,71.24,1.32,1.86
141931.522558755,70.9657612793773,71.24,1.32,1.86
138742.906917912,69.3714534589561,71.24,1.32,1.86
139097.280988418,69.5486404942088,71.24,1.32,1.86
143032.450975877,71.5162254879385,71.24,1.32,1.86
150409.258428746,75.2046292143728,71.24,1.32,1.86
143189.713876419,71.5948569382097,71.24,1.32,1.86
139833.846444218,69.9169232221089,71.24,1.32,1.86
141956.662389459,70.9783311947294,71.24,1.32,1.86
141978.949734974,70.989474867487,71.24,1.32,1.86
141098.613094041,70.5493065470205,71.24,1.32,1.86
143418.622885221,71.7093114426103,71.24,1.32,1.86
144044.836136391,72.0224180681954,71.24,1.32,1.86
143118.714674793,71.5593573373964,71.24,1.32,1.86
145483.796892782,72.7418984463911,71.24,1.32,1.86
138539.206192365,69.2696030961826,71.24,1.32,1.86
143222.781366863,71.6113906834314,71.24,1.32,1.86
142789.404807015,71.3947024035076,71.24,1.32,1.86
142360.002694409,71.1800013472047,71.24,1.32,1.86
144786.98420751,72.393492103755,71.24,1.32,1.86
143393.524066407,71.6967620332034,71.24,1.32,1.86
139978.793848011,69.9893969240053,71.24,1.32,1.86
141666.738157677,70.8333690788384,71.24,1.32,1.86
144015.272810146,72.007636405073,71.24,1.32,1.86
139436.355165014,69.7181775825072,71.24,1.32,1.86
146987.773495704,73.4938867478521,71.24,1.32,1.86
140472.909848655,70.2364549243274,71.24,1.32,1.86
140049.005123624,70.024502561812,71.24,1.32,1.86
143760.5276918,71.8802638459001,71.24,1.32,1.86
142675.40448344,71.3377022417201,71.24,1.32,1.86
140350.991173703,70.1754955868516,71.24,1.32,1.86
140625.657355141,70.3128286775706,71.24,1.32,1.86
142422.880585429,71.2114402927143,71.24,1.32,1.86
139800.213631436,69.9001068157178,71.24,1.32,1.86
145829.810735198,72.914905367599,71.24,1.32,1.86
147219.056386269,73.6095281931346,71.24,1.32,1.86
144464.25535304,72.2321276765199,71.24,1.32,1.86
137078.876211945,68.5394381059724,71.24,1.32,1.86
147696.466073317,73.8482330366584,71.24,1.32,1.86
140164.831309685,70.0824156548426,71.24,1.32,1.86
139898.717702015,69.9493588510075,71.24,1.32,1.86
140032.063788044,70.0160318940218,71.24,1.32,1.86
142832.980563562,71.4164902817812,71.24,1.32,1.86
141237.781386878,70.618890693439,71.24,1.32,1.86
144719.167696504,72.359583848252,71.24,1.32,1.86
143594.325249361,71.7971626246804,71.24,1.32,1.86
143053.421654944,71.5267108274718,71.24,1.32,1.86
144870.358228979,72.4351791144895,71.24,1.32,1.86
140722.420188379,70.3612100941894,71.24,1.32,1.86
141886.07091358,70.9430354567901,71.24,1.32,1.86
140056.949242665,70.0284746213327,71.24,1.32,1.86
141985.850412524,70.992925206262,71.24,1.32,1.86
148353.233774366,74.1766168871828,71.24,1.32,1.86
145065.65775764,72.5328288788202,71.24,1.32,1.86
140573.600662307,70.2868003311535,71.24,1.32,1.86
144032.861100497,72.0164305502483,71.24,1.32,1.86
140908.202180792,70.4541010903958,71.24,1.32,1.86
140733.567705912,70.3667838529561,71.24,1.32,1.86
141601.181829762,70.8005909148809,71.24,1.32,1.86
144231.298626705,72.1156493133527,71.24,1.32,1.86
142082.998304438,71.0414991522191,71.24,1.32,1.86
146917.249505153,73.4586247525763,71.24,1.32,1.86
140008.085414207,70.0040427071036,71.24,1.32,1.86
139705.768204464,69.8528841022318,71.24,1.32,1.86
144821.998972863,72.4109994864315,71.24,1.32,1.86
140965.942213045,70.4829711065227,71.24,1.32,1.86
143390.016940681,71.6950084703407,71.24,1.32,1.86
140504.153903739,70.2520769518693,71.24,1.32,1.86
141164.707830047,70.5823539150237,71.24,1.32,1.86
140579.046407608,70.2895232038038,71.24,1.32,1.86
145505.982292006,72.7529911460031,71.24,1.32,1.86
141567.885508518,70.7839427542588,71.24,1.32,1.86
141250.725576854,70.6253627884268,71.24,1.32,1.86
147065.207787423,73.5326038937117,71.24,1.32,1.86
139800.950544881,69.9004752724406,71.24,1.32,1.86
141204.144534263,70.6020722671313,71.24,1.32,1.86
142306.83221559,71.1534161077951,71.24,1.32,1.86
141169.457916542,70.5847289582712,71.24,1.32,1.86
144108.283445141,72.0541417225703,71.24,1.32,1.86
139609.400425771,69.8047002128853,71.24,1.32,1.86
140884.582930131,70.4422914650654,71.24,1.32,1.86
140730.366131665,70.3651830658327,71.24,1.32,1.86
144803.657225342,72.4018286126711,71.24,1.32,1.86
140670.524469,70.3352622344999,71.24,1.32,1.86
145352.951913138,72.6764759565689,71.24,1.32,1.86
142252.603996346,71.1263019981728,71.24,1.32,1.86
145468.395240785,72.7341976203927,71.24,1.32,1.86
141210.595811061,70.6052979055303,71.24,1.32,1.86
145824.018871269,72.9120094356343,71.24,1.32,1.86
144744.564540551,72.3722822702756,71.24,1.32,1.86
139065.488394734,69.5327441973669,71.24,1.32,1.86
137515.057932621,68.7575289663107,71.24,1.32,1.86
139640.36590551,69.8201829527549,71.24,1.32,1.86
141127.510912306,70.5637554561531,71.24,1.32,1.86
140630.65072196,70.3153253609802,71.24,1.32,1.86
144640.101766242,72.3200508831208,71.24,1.32,1.86
147716.61102853,73.858305514265,71.24,1.32,1.86
139784.467662789,69.8922338313946,71.24,1.32,1.86
138828.98381928,69.4144919096399,71.24,1.32,1.86
149105.209210852,74.5526046054259,71.24,1.32,1.86
136323.229715678,68.1616148578391,71.24,1.32,1.86
141652.144908309,70.8260724541543,71.24,1.32,1.86
139472.190986999,69.7360954934995,71.24,1.32,1.86
140757.059844191,70.3785299220955,71.24,1.32,1.86
145965.841335233,72.9829206676166,71.24,1.32,1.86
140319.707804887,70.1598539024434,71.24,1.32,1.86
142549.575711375,71.2747878556876,71.24,1.32,1.86
139004.71898179,69.5023594908949,71.24,1.32,1.86
140496.050801351,70.2480254006756,71.24,1.32,1.86
144284.095175144,72.1420475875722,71.24,1.32,1.86
141733.508129583,70.8667540647916,71.24,1.32,1.86
142402.152469073,71.2010762345364,71.24,1.32,1.86
140594.646946675,70.2973234733375,71.24,1.32,1.86
142013.186739166,71.006593369583,71.24,1.32,1.86
143236.435889786,71.6182179448929,71.24,1.32,1.86
141939.586615278,70.9697933076388,71.24,1.32,1.86
140038.664342022,70.0193321710108,71.24,1.32,1.86
143492.527859287,71.7462639296437,71.24,1.32,1.86
142292.967132583,71.1464835662913,71.24,1.32,1.86
146605.122787942,73.3025613939711,71.24,1.32,1.86
141738.599845254,70.8692999226271,71.24,1.32,1.86
143013.758348354,71.5068791741769,71.24,1.32,1.86
142270.348030057,71.1351740150283,71.24,1.32,1.86
144756.148349132,72.3780741745658,71.24,1.32,1.86
144696.950411603,72.3484752058013,71.24,1.32,1.86
143838.751345782,71.9193756728912,71.24,1.32,1.86
136238.537560061,68.1192687800304,71.24,1.32,1.86
145607.429016665,72.8037145083324,71.24,1.32,1.86
144623.877261891,72.3119386309453,71.24,1.32,1.86
143466.025931202,71.7330129656011,71.24,1.32,1.86
138021.754662137,69.0108773310684,71.24,1.32,1.86
139553.232109758,69.7766160548789,71.24,1.32,1.86
136813.402068427,68.4067010342135,71.24,1.32,1.86
140835.574236967,70.4177871184836,71.24,1.32,1.86
139988.440175843,69.9942200879215,71.24,1.32,1.86
142019.510949083,71.0097554745416,71.24,1.32,1.86
142166.230806322,71.083115403161,71.24,1.32,1.86
138075.107937039,69.0375539685197,71.24,1.32,1.86
138768.157486798,69.384078743399,71.24,1.32,1.86
143716.375013232,71.858187506616,71.24,1.32,1.86
147553.907787689,73.7769538938446,71.24,1.32,1.86
147054.961876444,73.5274809382221,71.24,1.32,1.86
140415.860743576,70.2079303717882,71.24,1.32,1.86
141270.087090645,70.6350435453225,71.24,1.32,1.86
144978.226546884,72.4891132734419,71.24,1.32,1.86
141374.284589729,70.6871422948644,71.24,1.32,1.86
140579.614891505,70.2898074457524,71.24,1.32,1.86
142218.654893357,71.1093274466784,71.24,1.32,1.86
142600.195419985,71.3000977099925,71.24,1.32,1.86
144547.313840977,72.2736569204885,71.24,1.32,1.86
144201.633926656,72.1008169633279,71.24,1.32,1.86
141494.338305554,70.7471691527768,71.24,1.32,1.86
145529.135008946,72.7645675044732,71.24,1.32,1.86
144300.840660827,72.1504203304135,71.24,1.32,1.86
145631.590447258,72.8157952236292,71.24,1.32,1.86
139570.654622833,69.7853273114166,71.24,1.32,1.86
149628.068219802,74.8140341099009,71.24,1.32,1.86
142055.00480783,71.027502403915,71.24,1.32,1.86
143952.502186721,71.9762510933604,71.24,1.32,1.86
142549.6116085,71.2748058042498,71.24,1.32,1.86
143411.629596615,71.7058147983076,71.24,1.32,1.86
143771.558004627,71.8857790023134,71.24,1.32,1.86
142849.587531805,71.4247937659027,71.24,1.32,1.86
140009.383657884,70.0046918289422,71.24,1.32,1.86
140497.715354497,70.2488576772485,71.24,1.32,1.86
143450.565098204,71.7252825491022,71.24,1.32,1.86
142679.743429863,71.3398717149317,71.24,1.32,1.86
143376.848540956,71.6884242704782,71.24,1.32,1.86
144583.390675548,72.2916953377741,71.24,1.32,1.86
140113.025155622,70.0565125778112,71.24,1.32,1.86
141991.154314418,70.9955771572088,71.24,1.32,1.86
143180.193728249,71.5900968641247,71.24,1.32,1.86
144349.384885764,72.1746924428819,71.24,1.32,1.86
139335.395291881,69.6676976459403,71.24,1.32,1.86
141533.84345397,70.766921726985,71.24,1.32,1.86
144657.925260427,72.3289626302138,71.24,1.32,1.86
140055.100097363,70.0275500486814,71.24,1.32,1.86
139412.269519628,69.7061347598138,71.24,1.32,1.86
142730.433633754,71.3652168168769,71.24,1.32,1.86
141920.650819774,70.960325409887,71.24,1.32,1.86
138686.916080263,69.3434580401317,71.24,1.32,1.86
140368.968861162,70.1844844305813,71.24,1.32,1.86
142194.478296379,71.0972391481894,71.24,1.32,1.86
143831.565381594,71.9157826907969,71.24,1.32,1.86
134425.213370128,67.212606685064,71.24,1.32,1.86
143901.087581525,71.9505437907623,71.24,1.32,1.86
138724.846094479,69.3624230472396,71.24,1.32,1.86
145798.682802174,72.8993414010871,71.24,1.32,1.86
146294.539339153,73.1472696695764,71.24,1.32,1.86
141160.649744321,70.5803248721605,71.24,1.32,1.86
140762.934674392,70.3814673371958,71.24,1.32,1.86
145008.426680504,72.5042133402519,71.24,1.32,1.86
146059.82114883,73.0299105744152,71.24,1.32,1.86
146699.305663266,73.3496528316331,71.24,1.32,1.86
143483.110034723,71.7415550173613,71.24,1.32,1.86
142402.976041499,71.2014880207495,71.24,1.32,1.86
146215.088438869,73.1075442194343,71.24,1.32,1.86
140830.530752501,70.4152653762503,71.24,1.32,1.86
146002.826996448,73.001413498224,71.24,1.32,1.86
145838.330770112,72.9191653850561,71.24,1.32,1.86
142485.053076438,71.2425265382192,71.24,1.32,1.86
145415.487529518,72.7077437647591,71.24,1.32,1.86
140727.848914112,70.3639244570559,71.24,1.32,1.86
141124.095508332,70.562047754166,71.24,1.32,1.86
141502.870759132,70.7514353795661,71.24,1.32,1.86
139014.171699749,69.5070858498744,71.24,1.32,1.86
140115.306409381,70.0576532046903,71.24,1.32,1.86
144563.295311664,72.281647655832,71.24,1.32,1.86
141333.254593904,70.6666272969521,71.24,1.32,1.86
141481.797602166,70.740898801083,71.24,1.32,1.86
144164.748235567,72.0823741177835,71.24,1.32,1.86
141864.919746164,70.9324598730818,71.24,1.32,1.86
141351.780804064,70.6758904020322,71.24,1.32,1.86
143387.719622394,71.6938598111968,71.24,1.32,1.86
141850.335030306,70.9251675151531,71.24,1.32,1.86
142062.213146815,71.0311065734075,71.24,1.32,1.86
142485.422605489,71.2427113027447,71.24,1.32,1.86
139227.973032202,69.613986516101,71.24,1.32,1.86
144048.487281203,72.0242436406014,71.24,1.32,1.86
142568.727007219,71.2843635036095,71.24,1.32,1.86
142888.137813517,71.4440689067585,71.24,1.32,1.86
145135.548570831,72.5677742854156,71.24,1.32,1.86
143609.174864941,71.8045874324704,71.24,1.32,1.86
144767.235544624,72.3836177723121,71.24,1.32,1.86
140716.961763135,70.3584808815675,71.24,1.32,1.86
145768.698290698,72.8843491453492,71.24,1.32,1.86
142554.488176317,71.2772440881584,71.24,1.32,1.86
147506.849525819,73.7534247629094,71.24,1.32,1.86
144709.995514551,72.3549977572757,71.24,1.32,1.86
135239.176435174,67.6195882175871,71.24,1.32,1.86
144000.747664985,72.0003738324925,71.24,1.32,1.86
141776.334313241,70.8881671566207,71.24,1.32,1.86
142208.772507667,71.1043862538336,71.24,1.32,1.86
142240.583564759,71.1202917823793,71.24,1.32,1.86
139159.996724664,69.5799983623318,71.24,1.32,1.86
145034.587766893,72.5172938834467,71.24,1.32,1.86
143061.946343048,71.5309731715238,71.24,1.32,1.86
147954.586463439,73.9772932317196,71.24,1.32,1.86
142226.696895399,71.1133484476995,71.24,1.32,1.86
138965.142690819,69.4825713454096,71.24,1.32,1.86
140607.477365324,70.3037386826622,71.24,1.32,1.86
139194.05047784,69.5970252389199,71.24,1.32,1.86
143219.042074612,71.6095210373061,71.24,1.32,1.86
139339.929638401,69.6699648192003,71.24,1.32,1.86
134436.502744881,67.2182513724405,71.24,1.32,1.86
142558.373320863,71.2791866604313,71.24,1.32,1.86
143913.931376267,71.9569656881334,71.24,1.32,1.86
142606.005943397,71.3030029716985,71.24,1.32,1.86
148973.614096352,74.4868070481759,71.24,1.32,1.86
142959.207211183,71.4796036055913,71.24,1.32,1.86
148628.214035637,74.3141070178186,71.24,1.32,1.86
143841.589873184,71.9207949365922,71.24,1.32,1.86
140421.519216195,70.2107596080974,71.24,1.32,1.86
139103.040228759,69.5515201143797,71.24,1.32,1.86
142070.603668562,71.0353018342812,71.24,1.32,1.86
143791.094060435,71.8955470302177,71.24,1.32,1.86
137802.64180659,68.9013209032949,71.24,1.32,1.86
140941.766029168,70.4708830145839,71.24,1.32,1.86
142183.729952527,71.0918649762633,71.24,1.32,1.86
141050.195214217,70.5250976071086,71.24,1.32,1.86
145815.047270374,72.907523635187,71.24,1.32,1.86
141067.672081412,70.533836040706,71.24,1.32,1.86
143856.315318167,71.9281576590833,71.24,1.32,1.86
145523.59885061,72.7617994253051,71.24,1.32,1.86
148889.042346725,74.4445211733623,71.24,1.32,1.86
146578.770163674,73.2893850818371,71.24,1.32,1.86
140923.210184626,70.461605092313,71.24,1.32,1.86
140098.14236428,70.0490711821399,71.24,1.32,1.86
146020.214447144,73.010107223572,71.24,1.32,1.86
150094.113016848,75.0470565084241,71.24,1.32,1.86
141249.724256646,70.6248621283231,71.24,1.32,1.86
144031.329407579,72.0156647037893,71.24,1.32,1.86
144837.343287719,72.4186716438595,71.24,1.32,1.86
145758.187505434,72.8790937527172,71.24,1.32,1.86
144021.236661757,72.0106183308784,71.24,1.32,1.86
143633.00691589,71.8165034579448,71.24,1.32,1.86
144490.034030151,72.2450170150755,71.24,1.32,1.86
138654.528307695,69.3272641538477,71.24,1.32,1.86
146444.274867015,73.2221374335073,71.24,1.32,1.86
142119.502695501,71.0597513477504,71.24,1.32,1.86
145728.157526303,72.8640787631513,71.24,1.32,1.86
143937.245824763,71.9686229123817,71.24,1.32,1.86
140713.470981391,70.3567354906955,71.24,1.32,1.86
143115.234543369,71.5576172716847,71.24,1.32,1.86
134264.459088153,67.1322295440767,71.24,1.32,1.86
143569.19012873,71.7845950643648,71.24,1.32,1.86
140132.840658947,70.0664203294736,71.24,1.32,1.86
143318.168148103,71.6590840740515,71.24,1.32,1.86
139410.697142272,69.705348571136,71.24,1.32,1.86
138569.516885385,69.2847584426927,71.24,1.32,1.86
140983.368572508,70.491684286254,71.24,1.32,1.86
147096.863054164,73.5484315270821,71.24,1.32,1.86
139681.008970525,69.8405044852624,71.24,1.32,1.86
138499.374335747,69.2496871678734,71.24,1.32,1.86
142494.724117192,71.2473620585958,71.24,1.32,1.86
144989.342112313,72.4946710561567,71.24,1.32,1.86
142997.090921539,71.4985454607695,71.24,1.32,1.86
143800.343456703,71.9001717283517,71.24,1.32,1.86
146237.050814627,73.1185254073134,71.24,1.32,1.86
141766.202387989,70.8831011939946,71.24,1.32,1.86
138558.5076902,69.2792538451001,71.24,1.32,1.86
146722.48168725,73.3612408436252,71.24,1.32,1.86
142909.844391617,71.4549221958087,71.24,1.32,1.86
137005.470283901,68.5027351419506,71.24,1.32,1.86
140114.594848897,70.0572974244485,71.24,1.32,1.86
149759.258127473,74.8796290637366,71.24,1.32,1.86
142733.576198256,71.366788099128,71.24,1.32,1.86
140245.509059092,70.1227545295462,71.24,1.32,1.86
142712.418384597,71.3562091922987,71.24,1.32,1.86
136511.69915331,68.2558495766551,71.24,1.32,1.86
141866.592489439,70.9332962447197,71.24,1.32,1.86
145807.700920755,72.9038504603773,71.24,1.32,1.86
140977.058118683,70.4885290593417,71.24,1.32,1.86
138083.477801799,69.0417389008995,71.24,1.32,1.86
142401.747549992,71.2008737749961,71.24,1.32,1.86
135399.920739944,67.6999603699722,71.24,1.32,1.86
144214.780907773,72.1073904538866,71.24,1.32,1.86
144045.490188148,72.0227450940738,71.24,1.32,1.86
142407.299864044,71.2036499320218,71.24,1.32,1.86
144654.18717431,72.3270935871551,71.24,1.32,1.86
142239.686301886,71.1198431509431,71.24,1.32,1.86
143392.896467948,71.696448233974,71.24,1.32,1.86
142988.468877178,71.494234438589,71.24,1.32,1.86
142346.603336325,71.1733016681625,71.24,1.32,1.86
139822.995468773,69.9114977343864,71.24,1.32,1.86
144042.875973407,72.0214379867037,71.24,1.32,1.86
143783.191412018,71.8915957060092,71.24,1.32,1.86
142233.501046461,71.1167505232307,71.24,1.32,1.86
143327.700569711,71.6638502848555,71.24,1.32,1.86
146505.602909021,73.2528014545103,71.24,1.32,1.86
138518.099076245,69.2590495381224,71.24,1.32,1.86
144316.021412557,72.1580107062783,71.24,1.32,1.86
137659.823929143,68.8299119645713,71.24,1.32,1.86
144248.726140611,72.1243630703054,71.24,1.32,1.86
143520.82469185,71.7604123459252,71.24,1.32,1.86
140626.192733228,70.3130963666141,71.24,1.32,1.86
141209.374384856,70.6046871924282,71.24,1.32,1.86
141126.702676447,70.5633513382233,71.24,1.32,1.86
143910.780850899,71.9553904254496,71.24,1.32,1.86
145686.959793054,72.8434798965272,71.24,1.32,1.86
142717.339845816,71.3586699229079,71.24,1.32,1.86
142932.812207822,71.4664061039111,71.24,1.32,1.86
139627.866924424,69.8139334622119,71.24,1.32,1.86
138709.977704036,69.3549888520179,71.24,1.32,1.86
142871.084975693,71.4355424878467,71.24,1.32,1.86
141598.058675234,70.7990293376171,71.24,1.32,1.86
144166.974826422,72.0834874132109,71.24,1.32,1.86
146209.039741372,73.1045198706861,71.24,1.32,1.86
143089.330472043,71.5446652360216,71.24,1.32,1.86
147094.88792411,73.5474439620551,71.24,1.32,1.86
141349.201397156,70.6746006985781,71.24,1.32,1.86
144087.379881623,72.0436899408113,71.24,1.32,1.86
144718.583832534,72.3592919162668,71.24,1.32,1.86
140971.809194039,70.4859045970196,71.24,1.32,1.86
136166.603297851,68.0833016489256,71.24,1.32,1.86
142983.077196406,71.4915385982032,71.24,1.32,1.86
142601.916431327,71.3009582156633,71.24,1.32,1.86
140868.175900578,70.4340879502888,71.24,1.32,1.86
135889.608660038,67.9448043300188,71.24,1.32,1.86
147780.858973337,73.8904294866684,71.24,1.32,1.86
141783.575518505,70.8917877592524,71.24,1.32,1.86
142864.734498005,71.4323672490025,71.24,1.32,1.86
144521.912618325,72.2609563091627,71.24,1.32,1.86
144790.804383138,72.3954021915691,71.24,1.32,1.86
143695.908958691,71.8479544793455,71.24,1.32,1.86
141861.201617441,70.9306008087205,71.24,1.32,1.86
144491.184452664,72.245592226332,71.24,1.32,1.86
144256.004046384,72.1280020231922,71.24,1.32,1.86
141255.497564927,70.6277487824636,71.24,1.32,1.86
138399.57307536,69.1997865376799,71.24,1.32,1.86
146476.29559851,73.2381477992552,71.24,1.32,1.86
145765.935848254,72.8829679241269,71.24,1.32,1.86
145395.175282605,72.6975876413025,71.24,1.32,1.86
142701.05831222,71.35052915611,71.24,1.32,1.86
143772.134024106,71.8860670120528,71.24,1.32,1.86
140017.717567519,70.0088587837593,71.24,1.32,1.86
146729.318760618,73.3646593803088,71.24,1.32,1.86
142349.348918199,71.1746744590996,71.24,1.32,1.86
139510.569218237,69.7552846091183,71.24,1.32,1.86
141291.142345411,70.6455711727054,71.24,1.32,1.86
145266.737906343,72.6333689531716,71.24,1.32,1.86
141501.405297297,70.7507026486487,71.24,1.32,1.86
142086.670158105,71.0433350790525,71.24,1.32,1.86
147588.197627387,73.7940988136934,71.24,1.32,1.86
144337.510082203,72.1687550411014,71.24,1.32,1.86
144819.2570814,72.4096285406999,71.24,1.32,1.86
138270.086383059,69.1350431915295,71.24,1.32,1.86
144204.813834511,72.1024069172555,71.24,1.32,1.86
141358.758651381,70.6793793256903,71.24,1.32,1.86
139509.336756248,69.7546683781238,71.24,1.32,1.86
143475.783571976,71.737891785988,71.24,1.32,1.86
141718.749551053,70.8593747755264,71.24,1.32,1.86
148250.201635458,74.1251008177288,71.24,1.32,1.86
142400.013833563,71.2000069167815,71.24,1.32,1.86
139537.114888458,69.7685574442292,71.24,1.32,1.86
146803.342468463,73.4016712342317,71.24,1.32,1.86
138455.124124023,69.2275620620114,71.24,1.32,1.86
143910.783128837,71.9553915644183,71.24,1.32,1.86
139600.924382069,69.8004621910343,71.24,1.32,1.86
137125.352376426,68.5626761882128,71.24,1.32,1.86
145888.230941991,72.9441154709954,71.24,1.32,1.86
146093.315137752,73.046657568876,71.24,1.32,1.86
147862.365478947,73.9311827394734,71.24,1.32,1.86
144953.281929317,72.4766409646586,71.24,1.32,1.86
145975.970104414,72.9879850522072,71.24,1.32,1.86
141082.341920703,70.5411709603516,71.24,1.32,1.86
143460.874191681,71.7304370958407,71.24,1.32,1.86
135684.694939991,67.8423474699955,71.24,1.32,1.86
146535.445739483,73.2677228697415,71.24,1.32,1.86
139278.267947583,69.6391339737915,71.24,1.32,1.86
138912.365691515,69.4561828457576,71.24,1.32,1.86
146119.600712221,73.0598003561103,71.24,1.32,1.86
141298.933019226,70.649466509613,71.24,1.32,1.86
140668.306536148,70.3341532680741,71.24,1.32,1.86
144569.559193893,72.2847795969465,71.24,1.32,1.86
141727.642093352,70.8638210466758,71.24,1.32,1.86
147075.991571241,73.5379957856204,71.24,1.32,1.86
145841.928814656,72.9209644073278,71.24,1.32,1.86
144604.450620851,72.3022253104253,71.24,1.32,1.86
142557.072606055,71.2785363030276,71.24,1.32,1.86
141086.388584269,70.5431942921344,71.24,1.32,1.86
144844.395638929,72.4221978194646,71.24,1.32,1.86
145029.421432095,72.5147107160473,71.24,1.32,1.86
139061.502336109,69.5307511680547,71.24,1.32,1.86
139021.420843162,69.5107104215809,71.24,1.32,1.86
144826.656853433,72.4133284267166,71.24,1.32,1.86
142945.774530425,71.4728872652127,71.24,1.32,1.86
140876.444372641,70.4382221863203,71.24,1.32,1.86
146258.558044176,73.1292790220881,71.24,1.32,1.86
142376.763683573,71.1883818417867,71.24,1.32,1.86
144361.376375954,72.1806881879768,71.24,1.32,1.86
142446.033120039,71.2230165600193,71.24,1.32,1.86
140048.740753158,70.0243703765789,71.24,1.32,1.86
141125.038072902,70.5625190364508,71.24,1.32,1.86
142168.346810091,71.0841734050453,71.24,1.32,1.86
140800.988984717,70.4004944923585,71.24,1.32,1.86
142176.373669185,71.0881868345923,71.24,1.32,1.86
143658.787578467,71.8293937892337,71.24,1.32,1.86
142387.728363689,71.1938641818444,71.24,1.32,1.86
144200.828930186,72.1004144650928,71.24,1.32,1.86
142019.811037811,71.0099055189055,71.24,1.32,1.86
146076.163174755,73.0380815873774,71.24,1.32,1.86
141342.929454843,70.6714647274213,71.24,1.32,1.86
144071.80477944,72.0359023897199,71.24,1.32,1.86
139796.005074295,69.8980025371476,71.24,1.32,1.86
138970.079794802,69.485039897401,71.24,1.32,1.86
142105.59371275,71.0527968563748,71.24,1.32,1.86
144061.302060304,72.0306510301521,71.24,1.32,1.86
146843.537706087,73.4217688530436,71.24,1.32,1.86
141003.658552508,70.5018292762539,71.24,1.32,1.86
142639.481677037,71.3197408385184,71.24,1.32,1.86
143395.192906859,71.6975964534295,71.24,1.32,1.86
140158.912049273,70.0794560246365,71.24,1.32,1.86
140627.824975338,70.3139124876692,71.24,1.32,1.86
141493.12321367,70.7465616068349,71.24,1.32,1.86
145768.279257623,72.8841396288115,71.24,1.32,1.86
140160.215509532,70.0801077547658,71.24,1.32,1.86
145710.984327202,72.8554921636011,71.24,1.32,1.86
148483.458900988,74.2417294504941,71.24,1.32,1.86
145784.726251611,72.8923631258055,71.24,1.32,1.86
141468.11687537,70.7340584376851,71.24,1.32,1.86
150560.943333857,75.2804716669287,71.24,1.32,1.86
142207.000065475,71.1035000327377,71.24,1.32,1.86
138702.572643895,69.3512863219475,71.24,1.32,1.86
142049.991751561,71.0249958757803,71.24,1.32,1.86
147009.098111522,73.504549055761,71.24,1.32,1.86
141987.674217282,70.9938371086408,71.24,1.32,1.86
142989.162466761,71.4945812333805,71.24,1.32,1.86
144001.340618973,72.0006703094864,71.24,1.32,1.86
141626.712713518,70.8133563567591,71.24,1.32,1.86
140602.272438348,70.301136219174,71.24,1.32,1.86
144058.476812637,72.0292384063183,71.24,1.32,1.86
142447.966381181,71.2239831905903,71.24,1.32,1.86
147881.957857791,73.9409789288956,71.24,1.32,1.86
141465.870144823,70.7329350724114,71.24,1.32,1.86
143182.465696454,71.591232848227,71.24,1.32,1.86
140586.744721533,70.2933723607664,71.24,1.32,1.86
146558.102698339,73.2790513491693,71.24,1.32,1.86
