"PlotID","resultados_df.PloKg_Ha_1981","resultados_df.mg_ha_1981","total_mean_mg_ha_1981","total_sd_mgha_1981","CV_1981","resultados_df.PloKg_Ha_2021","resultados_df.mg_ha_2021","total_mean_mg_ha_2021","total_sd_mgha_2021","CV_2021","annual_rate","Diff"
3971,144153.009597145,72.0765047985725,71.24,1.32,1.86,188320.035271834,94.1600176359169,94,2.09,2.22,0.55208782093361,22.0835128373444
3972,139823.325289441,69.9116626447203,71.24,1.32,1.86,184592.354748554,92.296177374277,94,2.09,2.22,0.559612868238917,22.3845147295567
3973,140152.588322763,70.0762941613817,71.24,1.32,1.86,184223.265985648,92.1116329928238,94,2.09,2.22,0.550883470786053,22.0353388314421
3974,146811.734118498,73.405867059249,71.24,1.32,1.86,194964.512799719,97.4822563998596,94,2.09,2.22,0.601909733515265,24.0763893406106
3975,135382.57420538,67.69128710269,71.24,1.32,1.86,178097.606200656,89.048803100328,94,2.09,2.22,0.53393789994095,21.357515997638
3976,144939.723521682,72.4698617608412,71.24,1.32,1.86,191949.222030508,95.9746110152538,94,2.09,2.22,0.587618731360315,23.5047492544126
3977,138280.315497802,69.1401577489012,71.24,1.32,1.86,182810.669611422,91.4053348057108,94,2.09,2.22,0.55662942642024,22.2651770568096
3978,142241.5064172,71.1207532086001,71.24,1.32,1.86,187039.352074251,93.5196760371255,94,2.09,2.22,0.559973070713135,22.3989228285254
3979,139501.963637368,69.7509818186839,71.24,1.32,1.86,183679.89856258,91.8399492812898,94,2.09,2.22,0.552224186565148,22.0889674626059
3980,142750.809110382,71.3754045551908,71.24,1.32,1.86,188242.022024591,94.1210110122954,94,2.09,2.22,0.568640161427615,22.7456064571046
3981,141390.720669683,70.6953603348414,71.24,1.32,1.86,186571.880172303,93.2859400861517,94,2.09,2.22,0.564764493782758,22.5905797513103
3982,139301.091216613,69.6505456083067,71.24,1.32,1.86,183577.751685903,91.7888758429516,94,2.09,2.22,0.553458255866122,22.1383302346449
3983,144177.008256592,72.0885041282959,71.24,1.32,1.86,189790.971888994,94.8954859444968,94,2.09,2.22,0.570174545405023,22.8069818162009
3984,143615.646840925,71.8078234204627,71.24,1.32,1.86,190897.224826939,95.4486124134697,94,2.09,2.22,0.591019724825175,23.640788993007
3985,144191.207166721,72.0956035833607,71.24,1.32,1.86,190436.336365546,95.2181681827731,94,2.09,2.22,0.57806411498531,23.1225645994124
3986,141351.801247148,70.6759006235742,71.24,1.32,1.86,185738.025541669,92.8690127708344,94,2.09,2.22,0.554827803681505,22.1931121472602
3987,142660.552418377,71.3302762091887,71.24,1.32,1.86,188808.619795547,94.4043098977737,94,2.09,2.22,0.576850842214625,23.074033688585
3988,137131.172591259,68.5655862956294,71.24,1.32,1.86,180338.449082097,90.1692245410485,94,2.09,2.22,0.540090956135477,21.6036382454191
3989,143773.62246402,71.88681123201,71.24,1.32,1.86,189309.325123252,94.6546625616261,94,2.09,2.22,0.569196283240402,22.7678513296161
3990,143199.237719801,71.5996188599006,71.24,1.32,1.86,187958.488102827,93.9792440514135,94,2.09,2.22,0.559490629787822,22.3796251915129
3991,146827.053427971,73.4135267139852,71.24,1.32,1.86,193436.696001891,96.7183480009457,94,2.09,2.22,0.582620532174012,23.3048212869605
3992,140605.757977327,70.3028789886635,71.24,1.32,1.86,185467.378637768,92.733689318884,94,2.09,2.22,0.560770258255513,22.4308103302205
3993,138648.573838099,69.3242869190494,71.24,1.32,1.86,182899.616909598,91.4498084547988,94,2.09,2.22,0.553138038393735,22.1255215357494
3994,141713.25958023,70.8566297901148,71.24,1.32,1.86,184686.060212935,92.3430301064675,94,2.09,2.22,0.537160007908817,21.4864003163527
3995,143473.820791404,71.7369103957022,71.24,1.32,1.86,189793.528588117,94.8967642940583,94,2.09,2.22,0.578996347458903,23.1598538983561
3996,145816.535102788,72.9082675513939,71.24,1.32,1.86,193840.896724061,96.9204483620305,94,2.09,2.22,0.600304520265915,24.0121808106366
3997,146303.431722278,73.1517158611391,71.24,1.32,1.86,194062.322295748,97.031161147874,94,2.09,2.22,0.596986132168373,23.8794452867349
3998,143128.974557634,71.5644872788169,71.24,1.32,1.86,187719.405882961,93.8597029414806,94,2.09,2.22,0.557380391566593,22.2952156626637
3999,138710.204069726,69.3551020348631,71.24,1.32,1.86,181635.305850259,90.8176529251294,94,2.09,2.22,0.536563772256658,21.4625508902663
4000,146797.768773771,73.3988843868857,71.24,1.32,1.86,194725.713569488,97.3628567847441,94,2.09,2.22,0.59909930994646,23.9639723978584
4001,139619.172415299,69.8095862076495,71.24,1.32,1.86,184512.608028499,92.2563040142494,94,2.09,2.22,0.561167945164997,22.4467178065999
4002,141882.404438059,70.9412022190295,71.24,1.32,1.86,185977.835052266,92.9889175261331,94,2.09,2.22,0.55119288267759,22.0477153071036
4003,145183.147834962,72.5915739174808,71.24,1.32,1.86,189393.80421774,94.6969021088698,94,2.09,2.22,0.552633204784725,22.105328191389
4004,146161.981301713,73.0809906508564,71.24,1.32,1.86,191944.764975213,95.9723824876064,94,2.09,2.22,0.57228479591875,22.89139183675
4005,146228.510859034,73.1142554295172,71.24,1.32,1.86,194196.951089248,97.0984755446239,94,2.09,2.22,0.599605502877667,23.9842201151067
4006,143558.391354804,71.7791956774022,71.24,1.32,1.86,190594.068691438,95.2970343457188,94,2.09,2.22,0.587945966707915,23.5178386683166
4007,141644.237814522,70.8221189072611,71.24,1.32,1.86,185735.355682361,92.8676778411807,94,2.09,2.22,0.55113897334799,22.0455589339196
4008,145595.122324539,72.7975611622694,71.24,1.32,1.86,192392.147447321,96.1960737236603,94,2.09,2.22,0.584962814034773,23.3985125613909
4009,142566.081761451,71.2830408807254,71.24,1.32,1.86,187841.965613257,93.9209828066286,94,2.09,2.22,0.56594854814758,22.6379419259032
4010,143765.786946737,71.8828934733683,71.24,1.32,1.86,189213.898834653,94.6069494173265,94,2.09,2.22,0.568101398598955,22.7240559439582
4011,142165.951463054,71.0829757315269,71.24,1.32,1.86,187367.783531582,93.683891765791,94,2.09,2.22,0.565022900856603,22.6009160342641
4012,142778.272486232,71.3891362431162,71.24,1.32,1.86,188794.260723655,94.3971303618277,94,2.09,2.22,0.575199852967788,23.0079941187115
4013,145218.158665439,72.6090793327194,71.24,1.32,1.86,191988.44052804,95.99422026402,94,2.09,2.22,0.584628523282515,23.3851409313006
4014,139549.637820319,69.7748189101596,71.24,1.32,1.86,181876.787722596,90.938393861298,94,2.09,2.22,0.52908937377846,21.1635749511384
4015,138349.450381297,69.1747251906487,71.24,1.32,1.86,182925.68824131,91.4628441206549,94,2.09,2.22,0.557202973250155,22.2881189300062
4016,146637.660109685,73.3188300548427,71.24,1.32,1.86,195942.466859929,97.9712334299645,94,2.09,2.22,0.616310084378045,24.6524033751218
4017,140414.685410659,70.2073427053296,71.24,1.32,1.86,183874.217965411,91.9371089827055,94,2.09,2.22,0.543244156934398,21.7297662773759
4018,136679.8706829,68.3399353414498,71.24,1.32,1.86,178940.630896281,89.4703154481407,94,2.09,2.22,0.528259502667272,21.1303801066909
4019,137841.1600557,68.9205800278501,71.24,1.32,1.86,181251.77312949,90.6258865647449,94,2.09,2.22,0.54263266342237,21.7053065368948
4020,139286.598118018,69.6432990590088,71.24,1.32,1.86,183502.27882007,91.7511394100348,94,2.09,2.22,0.55269600877565,22.107840351026
4021,143472.895891286,71.7364479456429,71.24,1.32,1.86,189789.786620838,94.894893310419,94,2.09,2.22,0.578961134119403,23.1584453647761
4022,145426.237002857,72.7131185014285,71.24,1.32,1.86,191928.673661888,95.9643368309442,94,2.09,2.22,0.581280458237893,23.2512183295157
4023,136674.325778268,68.3371628891341,71.24,1.32,1.86,178494.033582306,89.2470167911529,94,2.09,2.22,0.52274634755047,20.9098539020188
4024,142194.35350177,71.0971767508852,71.24,1.32,1.86,188054.305180999,94.0271525904993,94,2.09,2.22,0.573249395990353,22.9299758396141
4025,139765.89136691,69.882945683455,71.24,1.32,1.86,184865.359669566,92.4326798347831,94,2.09,2.22,0.563743353783202,22.5497341513281
4026,145969.284882041,72.9846424410205,71.24,1.32,1.86,194506.579300176,97.253289650088,94,2.09,2.22,0.606716180226688,24.2686472090675
4027,140165.521506754,70.082760753377,71.24,1.32,1.86,185996.46285501,92.9982314275051,94,2.09,2.22,0.572886766853203,22.9154706741281
4028,140549.616471043,70.2748082355216,71.24,1.32,1.86,184397.464977801,92.1987324889006,94,2.09,2.22,0.548098106334475,21.923924253379
4029,140931.63724729,70.4658186236451,71.24,1.32,1.86,185651.219277016,92.8256096385082,94,2.09,2.22,0.558994775371577,22.3597910148631
4030,141170.885203576,70.5854426017879,71.24,1.32,1.86,186437.734663655,93.2188673318275,94,2.09,2.22,0.56583561825099,22.6334247300396
4031,144161.612364984,72.0808061824918,71.24,1.32,1.86,190403.723909899,95.2018619549494,94,2.09,2.22,0.57802639431144,23.1210557724576
4032,143084.16084201,71.5420804210051,71.24,1.32,1.86,189856.916120315,94.9284580601576,94,2.09,2.22,0.584659440978813,23.3863776391525
4033,145454.049103231,72.7270245516154,71.24,1.32,1.86,192529.230063346,96.2646150316731,94,2.09,2.22,0.588439762001443,23.5375904800577
4034,139197.239223424,69.5986196117118,71.24,1.32,1.86,182681.468547471,91.3407342737354,94,2.09,2.22,0.54355286655059,21.7421146620236
4035,142765.608236388,71.3828041181938,71.24,1.32,1.86,189489.673638116,94.7448368190581,94,2.09,2.22,0.584050817521607,23.3620327008643
4036,141433.564421001,70.7167822105004,71.24,1.32,1.86,184134.455788977,92.0672278944886,94,2.09,2.22,0.533761142099705,21.3504456839882
4037,142798.474782621,71.3992373913103,71.24,1.32,1.86,187888.579383703,93.9442896918517,94,2.09,2.22,0.563626307513535,22.5450523005414
4038,141831.204706859,70.9156023534297,71.24,1.32,1.86,187408.407628566,93.7042038142829,94,2.09,2.22,0.56971503652133,22.7886014608532
4039,141113.453408305,70.5567267041523,71.24,1.32,1.86,186395.857304845,93.1979286524227,94,2.09,2.22,0.56603004870676,22.6412019482704
4040,139543.76520792,69.7718826039602,71.24,1.32,1.86,184356.094648707,92.1780473243536,94,2.09,2.22,0.560154118009835,22.4061647203934
4041,139676.641597577,69.8383207987884,71.24,1.32,1.86,183974.959884718,91.9874799423588,94,2.09,2.22,0.55372897858926,22.1491591435704
4042,141593.267821031,70.7966339105156,71.24,1.32,1.86,186193.02316639,93.0965115831951,94,2.09,2.22,0.557496941816988,22.2998776726795
4043,145945.046308081,72.9725231540404,71.24,1.32,1.86,192372.576722881,96.1862883614404,94,2.09,2.22,0.580344130185,23.2137652074
4044,143939.406460509,71.9697032302543,71.24,1.32,1.86,190277.708956125,95.1388544780627,94,2.09,2.22,0.57922878119521,23.1691512478084
4045,138002.516040462,69.001258020231,71.24,1.32,1.86,179982.848385684,89.9914241928419,94,2.09,2.22,0.524754154315273,20.9901661726109
4046,148239.534480261,74.1197672401304,71.24,1.32,1.86,197086.316413454,98.543158206727,94,2.09,2.22,0.610584774164915,24.4233909665966
4047,145918.261477712,72.9591307388562,71.24,1.32,1.86,193139.725670404,96.5698628352022,94,2.09,2.22,0.59026830240865,23.610732096346
4048,145664.490551263,72.8322452756315,71.24,1.32,1.86,192665.323740537,96.3326618702684,94,2.09,2.22,0.587510414865923,23.5004165946369
4049,143605.875292561,71.8029376462804,71.24,1.32,1.86,189913.948030542,94.9569740152711,94,2.09,2.22,0.578850909224768,23.1540363689907
4050,138278.106473299,69.1390532366497,71.24,1.32,1.86,181760.146603379,90.8800733016896,94,2.09,2.22,0.543525501625998,21.7410200650399
4051,144612.592742631,72.3062963713155,71.24,1.32,1.86,189493.836676393,94.7469183381964,94,2.09,2.22,0.561015549172022,22.4406219668809
4052,142623.699731648,71.3118498658241,71.24,1.32,1.86,188686.203763665,94.3431018818323,94,2.09,2.22,0.575781300400205,23.0312520160082
4053,141356.201220797,70.6781006103984,71.24,1.32,1.86,185405.197705266,92.702598852633,94,2.09,2.22,0.550612456055865,22.0244982422346
4054,141296.232726798,70.6481163633992,71.24,1.32,1.86,185977.947631241,92.9889738156207,94,2.09,2.22,0.558521436305538,22.3408574522215
4055,140298.51206109,70.149256030545,71.24,1.32,1.86,183842.124208748,91.9210621043741,94,2.09,2.22,0.544295151845727,21.7718060738291
4056,141050.5005089,70.5252502544498,71.24,1.32,1.86,185530.81076204,92.76540538102,94,2.09,2.22,0.556003878164255,22.2401551265702
4057,138801.369747877,69.4006848739384,71.24,1.32,1.86,181241.271274193,90.6206356370966,94,2.09,2.22,0.530498769078955,21.2199507631582
4058,143223.248262527,71.6116241312634,71.24,1.32,1.86,189902.626373152,94.9513131865762,94,2.09,2.22,0.58349222638282,23.3396890553128
4059,142488.982547762,71.2444912738811,71.24,1.32,1.86,188831.628681879,94.4158143409393,94,2.09,2.22,0.579283076676455,23.1713230670582
4060,144101.266651446,72.0506333257228,71.24,1.32,1.86,190062.165161945,95.0310825809727,94,2.09,2.22,0.574511231381247,22.9804492552499
4061,143870.598408686,71.9352992043429,71.24,1.32,1.86,190125.279338661,95.0626396693304,94,2.09,2.22,0.578183511624687,23.1273404649875
4062,137399.35717523,68.6996785876152,71.24,1.32,1.86,180576.521807907,90.2882609039533,94,2.09,2.22,0.539714557908453,21.5885823163381
4063,143080.809611001,71.5404048055003,71.24,1.32,1.86,189680.573451257,94.8402867256287,94,2.09,2.22,0.58249704800321,23.2998819201284
4064,143755.243374123,71.8776216870616,71.24,1.32,1.86,187900.577381921,93.9502886909607,94,2.09,2.22,0.551816675097477,22.0726670038991
4065,144467.147211251,72.2335736056253,71.24,1.32,1.86,191874.56001864,95.9372800093201,94,2.09,2.22,0.59259266009237,23.7037064036948
4066,143802.666334641,71.9013331673204,71.24,1.32,1.86,190493.081121501,95.2465405607504,94,2.09,2.22,0.58363018483575,23.34520739343
4067,148069.069422475,74.0345347112374,71.24,1.32,1.86,198322.578972927,99.1612894864633,94,2.09,2.22,0.628168869380648,25.1267547752259
4068,141665.707093863,70.8328535469317,71.24,1.32,1.86,187396.862918852,93.6984314594258,94,2.09,2.22,0.571639447812353,22.8655779124941
4069,140618.5173277,70.3092586638502,71.24,1.32,1.86,185377.160322476,92.6885801612379,94,2.09,2.22,0.559483037434692,22.3793214973877
4070,143451.698834211,71.7258494171055,71.24,1.32,1.86,188469.254012437,94.2346270062184,94,2.09,2.22,0.562719439727823,22.5087775891129
4071,139320.682238831,69.6603411194155,71.24,1.32,1.86,182448.579769676,91.2242898848378,94,2.09,2.22,0.539098719135557,21.5639487654223
4072,145205.649667731,72.6028248338654,71.24,1.32,1.86,192061.188700328,96.0305943501642,94,2.09,2.22,0.58569423790747,23.4277695162988
4073,142406.166833466,71.2030834167328,71.24,1.32,1.86,186376.020419658,93.1880102098292,94,2.09,2.22,0.54962316982741,21.9849267930964
4074,144007.867859648,72.0039339298239,71.24,1.32,1.86,190717.708694936,95.358854347468,94,2.09,2.22,0.583873010441102,23.3549204176441
4075,141472.859346881,70.7364296734403,71.24,1.32,1.86,185735.815251696,92.8679076258479,94,2.09,2.22,0.55328694881019,22.1314779524076
4076,141875.725970419,70.9378629852093,71.24,1.32,1.86,186517.349358701,93.2586746793503,94,2.09,2.22,0.558020292353525,22.320811694141
4077,145640.027057544,72.8200135287718,71.24,1.32,1.86,192267.19843651,96.1335992182551,94,2.09,2.22,0.582839642237083,23.3135856894833
4078,144680.405984391,72.3402029921953,71.24,1.32,1.86,191180.67086745,95.5903354337249,94,2.09,2.22,0.58125331103824,23.2501324415296
4079,142589.697721485,71.2948488607424,71.24,1.32,1.86,188102.519021387,94.0512595106933,94,2.09,2.22,0.568910266248772,22.7564106499509
4080,147442.413654883,73.7212068274417,71.24,1.32,1.86,194761.798589032,97.3808992945161,94,2.09,2.22,0.59149231167686,23.6596924670744
4081,140145.507673407,70.0727538367033,71.24,1.32,1.86,184428.811705944,92.214405852972,94,2.09,2.22,0.553541300406718,22.1416520162687
4082,142315.961932287,71.1579809661433,71.24,1.32,1.86,189165.722832487,94.5828614162437,94,2.09,2.22,0.58562201125251,23.4248804501004
4083,137901.153611298,68.9505768056491,71.24,1.32,1.86,180568.544472654,90.2842722363269,94,2.09,2.22,0.533342385766945,21.3336954306778
4084,140427.359685126,70.2136798425628,71.24,1.32,1.86,185058.506758301,92.5292533791504,94,2.09,2.22,0.55788933841469,22.3155735365876
4085,146048.123998666,73.0240619993332,71.24,1.32,1.86,193782.368103389,96.8911840516943,94,2.09,2.22,0.596678051309027,23.8671220523611
4086,141183.535249834,70.5917676249169,71.24,1.32,1.86,185308.748220364,92.6543741101822,94,2.09,2.22,0.551565162131633,22.0626064852653
4087,143770.385485804,71.8851927429018,71.24,1.32,1.86,190847.145108743,95.4235725543716,94,2.09,2.22,0.588459495286745,23.5383798114698
4088,144967.717077625,72.4838585388124,71.24,1.32,1.86,190472.464170539,95.2362320852694,94,2.09,2.22,0.568809338661425,22.752373546457
4089,140105.139022957,70.0525695114783,71.24,1.32,1.86,185060.251537628,92.5301257688141,94,2.09,2.22,0.561938906433395,22.4775562573358
4090,137814.961574963,68.9074807874814,71.24,1.32,1.86,182661.10015491,91.3305500774551,94,2.09,2.22,0.560576732249342,22.4230692899737
4091,141306.899846334,70.6534499231671,71.24,1.32,1.86,186897.459107642,93.4487295538212,94,2.09,2.22,0.569881990766352,22.7952796306541
4092,140288.445522301,70.1442227611503,71.24,1.32,1.86,185360.986635596,92.6804933177978,94,2.09,2.22,0.563406763916187,22.5362705566475
4093,139204.651836541,69.6023259182706,71.24,1.32,1.86,184153.904712491,92.0769523562454,94,2.09,2.22,0.56186566094937,22.4746264379748
4094,139403.255964502,69.7016279822512,71.24,1.32,1.86,184414.605066949,92.2073025334746,94,2.09,2.22,0.562641863780585,22.5056745512234
4095,141104.906256826,70.552453128413,71.24,1.32,1.86,186386.029594258,93.1930147971292,94,2.09,2.22,0.566014041717905,22.6405616687162
4096,141930.677437568,70.9653387187842,71.24,1.32,1.86,187829.422903337,93.9147114516686,94,2.09,2.22,0.57373431832211,22.9493727328844
4097,141416.354096021,70.7081770480103,71.24,1.32,1.86,185881.797504729,92.9408987523643,94,2.09,2.22,0.55581804260885,22.232721704354
4098,142967.587725024,71.4837938625122,71.24,1.32,1.86,189867.261145676,94.9336305728379,94,2.09,2.22,0.586245917758142,23.4498367103257
4099,142492.76450519,71.2463822525948,71.24,1.32,1.86,189762.193426245,94.8810967131226,94,2.09,2.22,0.590867861513195,23.6347144605278
4100,143986.362159209,71.9931810796043,71.24,1.32,1.86,190132.642727401,95.0663213637007,94,2.09,2.22,0.57682850710241,23.0731402840964
4101,139045.49751542,69.5227487577098,71.24,1.32,1.86,184270.207916793,92.1351039583965,94,2.09,2.22,0.565308880017167,22.6123552006867
4102,140309.564018754,70.154782009377,71.24,1.32,1.86,185361.07376861,92.680536884305,94,2.09,2.22,0.5631438718732,22.525754874928
4103,143808.785893304,71.9043929466521,71.24,1.32,1.86,189797.746923109,94.8988734615546,94,2.09,2.22,0.574862012872563,22.9944805149025
4104,139986.877941277,69.9934389706383,71.24,1.32,1.86,183241.885475848,91.6209427379239,94,2.09,2.22,0.54068759418214,21.6275037672856
4105,142206.159040017,71.1030795200084,71.24,1.32,1.86,187454.775326192,93.7273876630959,94,2.09,2.22,0.565607703577188,22.6243081430875
4106,141172.24050716,70.58612025358,71.24,1.32,1.86,186308.956487281,93.1544782436407,94,2.09,2.22,0.564208949751517,22.5683579900607
4107,137250.580282223,68.6252901411114,71.24,1.32,1.86,180645.122549622,90.3225612748112,94,2.09,2.22,0.542431778342495,21.6972711336998
4108,143907.677963082,71.9538389815409,71.24,1.32,1.86,189535.583824352,94.7677919121761,94,2.09,2.22,0.57034882326588,22.8139529306352
4109,144186.884639296,72.0934423196479,71.24,1.32,1.86,189277.301437617,94.6386507188084,94,2.09,2.22,0.563630209979012,22.5452083991605
4110,141494.424069734,70.747212034867,71.24,1.32,1.86,186797.879755939,93.3989398779694,94,2.09,2.22,0.56629319607756,22.6517278431024
4111,143985.070457299,71.9925352286497,71.24,1.32,1.86,191125.368545959,95.5626842729797,94,2.09,2.22,0.58925372610825,23.57014904433
4112,143571.56956141,71.7857847807051,71.24,1.32,1.86,191518.98998197,95.7594949909852,94,2.09,2.22,0.599342755257003,23.9737102102801
4113,136909.770291546,68.4548851457732,71.24,1.32,1.86,180041.198139283,90.0205990696414,94,2.09,2.22,0.539142848096705,21.5657139238682
4114,143068.730472639,71.5343652363197,71.24,1.32,1.86,187445.624480437,93.7228122402187,94,2.09,2.22,0.554711175097475,22.188447003899
4115,142356.946581451,71.1784732907253,71.24,1.32,1.86,187765.547333436,93.8827736667182,94,2.09,2.22,0.567607509399823,22.7043003759929
4116,145001.591771181,72.5007958855903,71.24,1.32,1.86,192632.558425844,96.3162792129218,94,2.09,2.22,0.595387083183287,23.8154833273315
4117,139890.173344088,69.9450866720438,71.24,1.32,1.86,183808.612969965,91.9043064849825,94,2.09,2.22,0.548980495323467,21.9592198129387
4118,142371.697188697,71.1858485943484,71.24,1.32,1.86,187591.424560623,93.7957122803115,94,2.09,2.22,0.565246592149078,22.6098636859631
4119,140915.350227329,70.4576751136643,71.24,1.32,1.86,186091.637503126,93.045818751563,94,2.09,2.22,0.564703590947468,22.5881436378987
4120,141837.511768076,70.9187558840379,71.24,1.32,1.86,185981.214999096,92.9906074995479,94,2.09,2.22,0.55179629038775,22.07185161551
4121,146539.808156395,73.2699040781977,71.24,1.32,1.86,194324.18297463,97.1620914873151,94,2.09,2.22,0.597304685227935,23.8921874091174
4122,142550.578078401,71.2752890392006,71.24,1.32,1.86,189587.816792168,94.7939083960841,94,2.09,2.22,0.587965483922088,23.5186193568835
4123,141534.533742892,70.7672668714459,71.24,1.32,1.86,187379.054295358,93.689527147679,94,2.09,2.22,0.573056506905828,22.9222602762331
4124,141040.548029649,70.5202740148243,71.24,1.32,1.86,185899.730838628,92.949865419314,94,2.09,2.22,0.560739785112242,22.4295914044897
4125,139493.26362824,69.7466318141199,71.24,1.32,1.86,183250.91497317,91.6254574865848,94,2.09,2.22,0.546970641811623,21.8788256724649
4126,137473.886940694,68.736943470347,71.24,1.32,1.86,178386.799050292,89.1933995251461,94,2.09,2.22,0.511411401369978,20.4564560547991
4127,146714.491124627,73.3572455623133,71.24,1.32,1.86,193108.902616312,96.554451308156,94,2.09,2.22,0.579930143646068,23.1972057458427
4128,138971.281061356,69.4856405306782,71.24,1.32,1.86,184292.505647216,92.1462528236081,94,2.09,2.22,0.566515307323247,22.6606122929299
4129,142422.681902882,71.2113409514409,71.24,1.32,1.86,189967.924420566,94.9839622102831,94,2.09,2.22,0.594315531471055,23.7726212588422
4130,143996.741030855,71.9983705154277,71.24,1.32,1.86,190217.747948949,95.1088739744744,94,2.09,2.22,0.577762586476168,23.1105034590467
4131,144758.523969191,72.3792619845954,71.24,1.32,1.86,192507.554636846,96.2537773184229,94,2.09,2.22,0.596862883345688,23.8745153338275
4132,141252.143489009,70.6260717445043,71.24,1.32,1.86,186437.662173885,93.2188310869424,94,2.09,2.22,0.564818983560953,22.5927593424381
4133,142331.555873309,71.1657779366543,71.24,1.32,1.86,187942.936222994,93.9714681114972,94,2.09,2.22,0.570142254371073,22.8056901748429
4134,144306.66359981,72.1533317999049,71.24,1.32,1.86,189217.721418847,94.6088607094233,94,2.09,2.22,0.56138822273796,22.4555289095184
4135,139789.069659466,69.8945348297332,71.24,1.32,1.86,186299.880928957,93.1499404644783,94,2.09,2.22,0.581385140868628,23.2554056347451
4136,141070.475831846,70.5352379159231,71.24,1.32,1.86,186325.860732161,93.1629303660806,94,2.09,2.22,0.565692311253937,22.6276924501575
4137,144986.83850369,72.493419251845,71.24,1.32,1.86,193233.719394585,96.6168596972923,94,2.09,2.22,0.603086011136183,24.1234404454473
4138,143171.85298989,71.5859264949449,71.24,1.32,1.86,189529.020276738,94.7645101383691,94,2.09,2.22,0.579464591085605,23.1785836434242
4139,142766.419146379,71.3832095731897,71.24,1.32,1.86,188451.135404409,94.2255677022045,94,2.09,2.22,0.57105895322537,22.8423581290148
4140,139246.784435349,69.6233922176747,71.24,1.32,1.86,183741.82338465,91.8709116923251,94,2.09,2.22,0.55618798686626,22.2475194746504
4141,144873.382823458,72.4366914117288,71.24,1.32,1.86,190983.962539431,95.4919812697153,94,2.09,2.22,0.576382246449662,23.0552898579865
4142,141006.18388979,70.5030919448951,71.24,1.32,1.86,185877.90584632,92.9389529231599,94,2.09,2.22,0.56089652445662,22.4358609782648
4143,138875.15275457,69.4375763772851,71.24,1.32,1.86,182902.580368444,91.4512901842222,94,2.09,2.22,0.550342845173428,22.0137138069371
4144,148031.034494,74.0155172469999,71.24,1.32,1.86,196048.644043829,98.0243220219146,94,2.09,2.22,0.600220119372867,24.0088047749147
4145,146478.404875385,73.2392024376923,71.24,1.32,1.86,194354.986618172,97.177493309086,94,2.09,2.22,0.598457271784843,23.9382908713937
4146,141448.176847419,70.7240884237095,71.24,1.32,1.86,185882.514681297,92.9412573406487,94,2.09,2.22,0.55542922292348,22.2171689169392
4147,140378.659059554,70.1893295297769,71.24,1.32,1.86,185696.362588893,92.8481812944463,94,2.09,2.22,0.566471294116735,22.6588517646694
4148,141880.084819638,70.9400424098189,71.24,1.32,1.86,186477.906070895,93.2389530354475,94,2.09,2.22,0.557472765640715,22.2989106256286
4149,147120.342171246,73.5601710856232,71.24,1.32,1.86,194727.578421163,97.3637892105817,94,2.09,2.22,0.595090453123963,23.8036181249585
4150,144301.740322367,72.1508701611834,71.24,1.32,1.86,188642.774305745,94.3213871528725,94,2.09,2.22,0.554262924792227,22.1705169916891
4151,143457.715299896,71.7288576499481,71.24,1.32,1.86,190293.980691521,95.1469903457607,94,2.09,2.22,0.585453317395315,23.4181326958126
4152,143820.179853976,71.9100899269878,71.24,1.32,1.86,189494.057241823,94.7470286209113,94,2.09,2.22,0.570923467348088,22.8369386939235
4153,144112.522705979,72.0562613529897,71.24,1.32,1.86,189360.836290034,94.6804181450171,94,2.09,2.22,0.565603919800685,22.6241567920274
4154,145606.445150772,72.8032225753861,71.24,1.32,1.86,193944.986367339,96.9724931836695,94,2.09,2.22,0.604231765207085,24.1692706082834
4155,145166.023562514,72.5830117812572,71.24,1.32,1.86,190954.17243953,95.4770862197652,94,2.09,2.22,0.5723518609627,22.894074438508
4156,139833.511121994,69.916755560997,71.24,1.32,1.86,183503.07836546,91.7515391827302,94,2.09,2.22,0.54586959054333,21.8347836217332
4157,143964.960355154,71.9824801775771,71.24,1.32,1.86,188854.319625302,94.4271598126509,94,2.09,2.22,0.561116990876845,22.4446796350738
4158,142315.479395862,71.1577396979308,71.24,1.32,1.86,186691.026802898,93.3455134014488,94,2.09,2.22,0.55469434258795,22.187773703518
4159,137912.406464313,68.9562032321565,71.24,1.32,1.86,182113.014194326,91.0565070971631,94,2.09,2.22,0.552507596625165,22.1003038650066
4160,140558.242736924,70.2791213684622,71.24,1.32,1.86,185650.222124253,92.8251110621263,94,2.09,2.22,0.563649742341602,22.5459896936641
4161,147001.385788364,73.500692894182,71.24,1.32,1.86,196646.758698239,98.3233793491195,94,2.09,2.22,0.620567161373438,24.8226864549375
4162,142668.689698739,71.3343448493696,71.24,1.32,1.86,187497.267496944,93.7486337484718,94,2.09,2.22,0.560357222477555,22.4142888991022
4163,145059.628369091,72.5298141845457,71.24,1.32,1.86,192672.96341061,96.3364817053048,94,2.09,2.22,0.595166688018978,23.8066675207591
4164,145384.611572009,72.6923057860044,71.24,1.32,1.86,192864.748848259,96.4323744241293,94,2.09,2.22,0.593501715953123,23.7400686381249
4165,141662.447761053,70.8312238805265,71.24,1.32,1.86,186288.933137279,93.1444665686394,94,2.09,2.22,0.557831067202823,22.3132426881129
